ID,TITLE_AUTHOR_DATE_COMBINED_NORMALIZED,TITLE,TITLE_REMAINDER,AUTHOR,AUTHOR_QUALIFIER,AUTHOR_DATE,EDITION,BEGIN_PUBLICATION_DATE,PUBDATE_260,PUBDATE_264,PUBPLACE_260,PUBPLACE_264,PUBLISHER_260,PUBLISHER_264,EXTENT,ASSOCIATED_ISBNS,ASSOCIATED_OCLC_NUMBERS,LCCN,ATHABASCA,BROCK,CALGARY,CONCORDIA,LAC,LAVAL,MANITOBA,MCGILL,MEMORIAL,MONTREAL,OTTAWA,QUEENS,REGINA,TORONTO,UALBERTA,UBC,WILFRID_LAURIER,ALL_SCHOOLS,TITLE_MATCH_COUNT,ATHABASCA_RETENTION,BROCK_RETENTION,MEMORIAL_RETENTION,TORONTO_RETENTION,LAC_RETENTION,UBC_RETENTION,CALGARY_RETENTION,UALBERTA_RETENTION,CONCORDIA_RETENTION,LAVAL_RETENTION,MANITOBA_RETENTION,MCGILL_RETENTION,MONTREAL_RETENTION,QUEENS_RETENTION,REGINA_RETENTION,WILFRID_LAURIER_RETENTION,OTTAWA_RETENTION,RETENTIONS_APPLIED
719,deisminenlightenmentenglandtheologypoliticsandnewtonianpublicscience-wige-2009,Deism in Enlightenment England :,"theology, politics, and Newtonian public science /","Wigelsworth, Jeffrey R.",,,,2009,c2009.,,"Manchester :;Vancouver, BC :",,"Manchester University Press ;;distributed in Canada exclusively by UBC Press,",,"ix, 238 pages","0719078725, 9780719078729",253223474,,,,,,,,,,YES,,,,,,,,,MEMORIAL-407,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
720,deliberativedemocracyinpractice--2009,Deliberative democracy in practice /,,,,,,2009,2010.,,Vancouver :,,"UBC Press,",,"vi, 257 p.","0774816775, 9780774816779",429726120,,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,TORONTO-85 LAC-945 ATHABASCA-349 MEMORIAL-987 TORONTO-318 UBC-722 CALGARY-931 UALBERTA-834 CONCORDIA-574 LAVAL-232 MANITOBA-618 MCGILL-319 MONTREAL-322 QUEENS-1149 REGINA-579 OTTAWA-778,16,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
722,deliveringpolicythecontestedpoliticsofassistedreproductivetechnologiesincan-scal-2019,Delivering policy :,the contested politics of assisted reproductive technologies in Canada /,"Scala, Francesca",,,,2019,,[2019];©2019,,Vancouver ;;Toronto :,,"UBC Press,","x, 242 pages","077486009X, 0774860103, 9780774860093, 9780774860109, 9780774860116, 9780774860123, 9780774860130","1080210457, 1112894344",,,YES,YES,YES,YES,,,YES,YES,YES,,,,YES,,,,BROCK-92 MEMORIAL-796 TORONTO-342 LAC-1545 CALGARY-198 CONCORDIA-1015 MCGILL-320 MONTREAL-777,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3
723,demandingequalityonehundredyearsofcanadianfeminism-sang-2021,Demanding equality :,one hundred years of Canadian feminism /,"Sangster, Joan,",,1952-,,2021,,[2021],,Vancouver ;;Toronto :,,"UBC Press,","xii, 470 pages :","0774866063, 9780774866064, 9780774866095, 9789774866088",1162452529,,,,,YES,YES,,YES,YES,,,,,,YES,,,,TORONTO-33 LAC-1644 CONCORDIA-1077 MANITOBA-933 MCGILL-321,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3
724,demarginalizingvoicescommitmentemotionandactioninqualitativeresearch--2014,Demarginalizing voices :,"commitment, emotion, and action in qualitative research /",,,,,2014,,[2014];©2014,,Vancouver :,,"UBC Press,","viii, 358 pages","0774827963, 0774827971, 077482798X, 0774827998, 9780774827966, 9780774827973, 9780774827980, 9780774827997",875996768,,,YES,YES,YES,YES,,YES,,YES,,,YES,YES,YES,,,,BROCK-579 MEMORIAL-1080 TORONTO-282 TORONTO-637 LAC-1243 CALGARY-40 CONCORDIA-789 MANITOBA-412 QUEENS-295 REGINA-809,10,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
725,democracyahistoryofideas-dewi-2000,Democracy :,a history of ideas /,"DeWiel, Boris,",,1956-,,2000,c2000.,,Vancouver :,,"UBC Press,",,202 p.,"0295981067, 0774808012, 0774808020, 9780295981062, 9780774808019, 9780774808026","44265548, 468570431",,,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,YES,YES,YES,BROCK-330 MEMORIAL-1335 TORONTO-205 LAC-520 UBC-428 CALGARY-179 UALBERTA-452 CONCORDIA-277 LAVAL-233 QUEENS-237 WILFRIDLAURIER-474 OTTAWA-196,12,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
726,democraticcitizenshipandtheeuropeanunion-weal-2005,Democratic citizenship and the European Union /,,"Weale, Albert.",,,,2005,2005.,,"Manchester :;Vancouver, BC :",,"Manchester University Press ;;Distributed exclusively in Canada by UBC Press,",,"ix, 156 p.","0719044251, 9780719044250","61425438, 9780719044250",,,,YES,,,,,,,,,,,,,,,CALGARY-1517,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
727,democraticparticipationandcivilsocietyintheeuropeanunion-frie-2011,Democratic participation and civil society in the European Union /,,"Friedrich, Dawid.",,,,2011,2011.,,"Manchester, UK ;;New York :;New York :;Vancouver :",,"Manchester University Press ;;Distributed in the United States exclusively by Palgrave Macmillan ;;Distributed in Canada exclusively by UBC Press,",,"xii, 232 pages","0719083540, 9780719083549",698330383,2011275305,,,,,,,,,YES,,,,,,,,,MEMORIAL-425,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
728,democratisingconservativeleadershipselectionfromgreysuitstograssroots-denh-2008,Democratising Conservative leadership selection :,from grey suits to grass roots /,"Denham, Andrew.",,,,2008,2008,,"Manchester ;;New York :;Vancouver, B.C. :",,"Manchester University Press ;;Distributed exclusively in Canada by UBC Press,",,"x, 230 pages","0719075076, 0719075084, 0719078180, 9780719075070, 9780719075087, 9780719078187",276348624,2009275208,,,,,,,,,YES,,,,,,,,,MEMORIAL-807,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
729,democratizingpensionfundscorporategovernanceandaccountability-davi-2008,Democratizing pension funds :,corporate governance and accountability /,"Davis, Ronald,",,1947-,,2008,©2008.,,"Vancouver, BC :",,"UBC Press,",,244 pages,"0774813970, 9780774813976, 9780774813983","213525820, 1131526407",2008426157,,YES,YES,YES,YES,YES,YES,YES,,,,YES,YES,YES,YES,YES,YES,BROCK-299 TORONTO-1397 LAC-867 UBC-657 CALGARY-355 UALBERTA-765 CONCORDIA-491 LAVAL-234 MANITOBA-224 MCGILL-322 QUEENS-278 REGINA-374 WILFRIDLAURIER-611,13,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
730,demographicprojectiontechniquesforregionsandsmallerareas-davi-1995,Demographic projection techniques for regions and smaller areas /,,"Davis, H. Craig.",,,,1995,1995.,,Vancouver :,,"University of British Columbia Press,",,"xii, 116 p.",0774805013,884010814,,,YES,,YES,YES,,YES,,YES,,YES,YES,YES,YES,YES,YES,,BROCK-422 OTTAWA-1121 MEMORIAL-719 TORONTO-2059 LAC-361 UBC-353 UALBERTA-265 CONCORDIA-202 MANITOBA-550 QUEENS-688 REGINA-334,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
733,demographyincanadainthetwentiethcentury-warg-2002,Demography in Canada in the twentieth century /,,"Wargon, Sylvia T.",,,,2002,c2002.,,Vancouver :,,"UBC Press,",,"xiv, 327 p.","0774808187, 9780774808187","46627809, 774808187, 300935224",,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,,BROCK-533 MEMORIAL-159 TORONTO-798 LAC-542 UBC-441 CALGARY-1446 UALBERTA-487 CONCORDIA-289 LAVAL-235 MANITOBA-726 MCGILL-323 MONTREAL-130 QUEENS-805 OTTAWA-302,14,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
734,dennispotteralifeonscreen-cook-1998,Dennis Potter :,a life on screen /,"Cook, John R.,",,1966-,2nd ed.,1998,1998.,,"Manchester, UK :;Vancouver :",,"Manchester University Press ;;Distributed exclusively in Canada by UBC Press,",,"xii, 389 p., [10] p. of plates :",0719054230,40228843,,,,,,,,,,,,,YES,,,,,,QUEENS-793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
735,designandpopularentertainment--2009,Design and popular entertainment /,,,,,,2009,2009.,,Manchester ;;New York :;Vancouver :,,"Manchester University Press ;;Distributed in Canada exclusively by UBC Press,",,"xiii, 210 pages :","0719080169, 9780719080166",303019278,,,,,,,,,,YES,,,,,,,,,MEMORIAL-1451,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
736,designandthemodernmagazine--2007,Design and the modern magazine /,,,,,,2007,2007.,,"Manchester, UK :;Vancouver :",,"Manchester University Press ;;Distributed exclusively in Canada by UBC Press, University of British Columbia,",,"xv, 203 p. :","0719075491, 9780719075490",72868360,,,,,,,,,,,,,YES,,,,,,QUEENS-270,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
737,designsonmodernityexhibitingthecityin1920sparis-gron-1998,Designs on modernity :,exhibiting the city in 1920s Paris /,"Gronberg, Tag.",,,,1998,1998.,,"Manchester ;;New York :;New York :;Vancouver, BC :",,"Manchester University Press ;;Distributed exclusively in the USA by St. Martin's Press ;;distributed exclusively in Canada by UBC Press,",,"xiv, 175 p. :",0719050073,38870724,,,YES,,,,,,,,,,YES,,,,,,BROCK-341 QUEENS-594,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
738,despoticdominionpropertyrightsinbritishsettlersocieties--2004,Despotic dominion :,property rights in British settler societies /,,,,,2004,2004.,,Vancouver :,,"UBC Press,",,"viii, 312 p. :",0774810726,,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,,REGINA-37 ATHABASCA-263 BROCK-543 MEMORIAL-1360 TORONTO-1621 LAC-677 UBC-533 CALGARY-1286 UALBERTA-598 CONCORDIA-370 LAVAL-236 MANITOBA-876 MCGILL-324 QUEENS-815 OTTAWA-217,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
740,destinationeuropethepoliticalandeconomicgrowthofacontinent-torb-2003,Destination Europe :,the political and economic growth of a continent /,"Torbiörn, Kjell M.",,,,2003,2003.,,"Manchester ;;New York :;Vancouver, BC :",,"Manchester University Press ;;Distributed exclusively in Canada by UBC Press, University of British Columbia,",,"x, 316 pages cm","0719065720, 0719065739",53076282,2003065142,,,,,,,,,YES,,,,,,,,,MEMORIAL-166,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
742,developmentsdisplacementsecologieseconomiesandculturesatrisk--2006,Development's displacements :,"ecologies, economies, and cultures at risk /",,,,,2006,2007.,,"Vancouver, BC :",,"UBC Press,",,"viii, 281 p.",0774812052,,,YES,YES,YES,,YES,YES,,,YES,YES,YES,YES,,YES,YES,YES,YES,TORONTO-793 ATHABASCA-322 BROCK-344 MEMORIAL-931 TORONTO-2057 LAC-781 UBC-617 CALGARY-1523 UALBERTA-684 LAVAL-237 MONTREAL-33 QUEENS-619 WILFRIDLAURIER-395 OTTAWA-966,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
744,devolutionandconstitutionalchangeinnorthernireland--2007,Devolution and constitutional change in Northern Ireland /,,,,,,2007,2007.,,Manchester :;Vancouver :,,"Manchester Univerity Press ;;distributed in Canada by UBC Press,",,"xvii, 302 p. :","071907388X, 9780719073885",144227216,,,,,,,,,,,,,,,YES,,,,TORONTO-1360,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
745,devolutionintheuk-mitc-2009,Devolution in the UK /,,"Mitchell, James,",,1960-,,2009,2009.,,"Manchester, UK ;;New York :;Vancouver :",,"Manchester University Press ;;Distributed in Canada exclusively by UBC Press,",,"x, 261 pages","0719053587, 9780719053580, 9780719053597",312626241,2010293327,,,,,,,,,YES,,,,,,,,,MEMORIAL-549,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
746,dianekurys-tarr-1999,Diane Kurys /,,"Tarr, Carrie.",,,,1999,1999.,,"Manchester, England ;;New York :;Vancouver :",,"Manchester University Press ;;Distributed exclusively in Canada by UBC Press, University of British Columbia,",,"ix, 162 p. :","0719050944, 0719050952",40808029,,,YES,,,,,,,,,,YES,,,,,,BROCK-838 QUEENS-795,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
747,diasporicchinesenessaftertheriseofchinacommunitiesandculturalproduction--2012,Diasporic Chineseness after the rise of China :,communities and cultural production /,,,,,2012,[2013],,"Vancouver, BC :",,"UBC Press,",,"vi, 237 p. :",9780774825917,,,,YES,YES,,YES,,YES,YES,YES,,,,YES,YES,YES,,,TORONTO-2184 BROCK-1263 MEMORIAL-643 TORONTO-686 LAC-1182 CALGARY-419 UALBERTA-1079 MANITOBA-709 MCGILL-325 REGINA-411,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3
749,diasporicmediabeyondthediasporakoreanmediainvancouverandlosangeles-yush-2018,Diasporic media beyond the diaspora :,Korean media in Vancouver and Los Angeles /,"Yu, Sherry S.",,,,2018,,[2018];©2018,,Vancouver :,,"UBC Press,","xvi, 230 pages :","0774835788, 0774835796, 9780774835787, 9780774835794, 9780774835800, 9780774835824, 9780774835917","985071243, 1032335208, 1101012384",,,YES,YES,YES,YES,,,,,YES,,,,YES,,,,BROCK-292 TORONTO-903 LAC-1387 CALGARY-565 CONCORDIA-919 MONTREAL-767,6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
750,dickensandthedreamofcinema-smit-2003,Dickens and the dream of cinema /,,"Smith, Grahame,",,1933-,,2003,2003.,,"Manchester, U.K. :;Vancouver :",,"Manchester University Press ;;Distributed exclusively in Canada by UBC Press,",,"x, 206 p. :","0719055628, 0719055636",51780285,,,,,,,,,,,,YES,YES,,,,,,QUEENS-810 OTTAWA-16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
751,dictionaryofbritishpolitics-jone-2004,Dictionary of British politics /,,"Jones, Bill,",,1946-,,2004,c2004.,,Manchester :;Vancouver BC :,,"Manchester University Press ;;Distributed in Canada by UBC Press,",,"ix, 401 p.","0719049571, 071904958X",56696099,,,,,,,,,,,,,,,YES,,,,TORONTO-2165,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
752,dictionaryofnaturalresourcemanagement-duns-1995,Dictionary of natural resource management /,,"Dunster, Julian A.","(Julian Andrew),",1954-,,1995,1996.,,Vancouver :,,"UBC Press, :",,"xv, 363 pages :",077480503X,34774664,,,,YES,YES,YES,YES,YES,,YES,,YES,YES,,YES,YES,YES,,MEMORIAL-505 TORONTO-244 LAC-384 UBC-366 CALGARY-458 UALBERTA-291 CONCORDIA-219 LAVAL-238 MANITOBA-882 QUEENS-20 OTTAWA-1199,11,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
754,digitallivesintheglobalcitycontestinginfrastructures--2020,Digital lives in the global city :,contesting infrastructures /,,,,,2020,,[2020];© 2020,,Vancouver ;;Toronto :,,"UBC Press,","xvii, 289 pages :","0774862386, 9780774862387, 9780774862394, 9780774862400, 9780774862417",1145106791,,,,,,YES,,,,,,,,,YES,,,,TORONTO-39 LAC-1628,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
755,dilemmasofstatehoodinsoutheastasia-leif-1972,Dilemmas of statehood in Southeast Asia.,,"Leifer, Michael.",,,,1972,[1972],,"Vancouver, B.C.,",,University of British Columbia Press,,"xi, 161 p.","0774800127, 9780774800129","578440, 977069763, 462175265",,,YES,YES,YES,YES,YES,YES,YES,YES,,,YES,,YES,YES,,YES,BROCK-516 MEMORIAL-601 TORONTO-1731 LAC-5 CALGARY-1489 UALBERTA-1229 CONCORDIA-5 LAVAL-239 MANITOBA-1097 MCGILL-326 QUEENS-663 WILFRIDLAURIER-13,12,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3
756,dimensionsofinequalityincanada--2006,Dimensions of inequality in Canada /,,,,,,2006,c2006.,,Vancouver :,,"UBC Press,",,"xv, 477 p. :","0774812079, 077481207910, 0774812087, 9780774812078, 978077481207813, 9780774812085","70176426, 726187490",,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,ATHABASCA-300 BROCK-643 MEMORIAL-1118 TORONTO-541 TORONTO-1152 LAC-765 UBC-610 CALGARY-334 UALBERTA-678 CONCORDIA-425 LAVAL-240 MANITOBA-1027 MCGILL-327 MONTREAL-378 QUEENS-1018 REGINA-467 WILFRIDLAURIER-392 OTTAWA-963,18,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
757,diplomacyandenterprisebritishchinapolicy19331937-endi-1975,Diplomacy and enterprise :,"British China policy, 1933-1937 /","Endicott, Stephen Lyon,",,1928-,,1975,1975.,,[Vancouver] :,,"University of British Columbia Press,",,"xv, 209 pages, 4 unnumbered leaves of plates :","0719006201, 0774800364, 9780719006203, 9780774800365","1722192, 977565989, 2048337",75324980,,,,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,YES,YES,MEMORIAL-203 TORONTO-1418 LAC-20 UBC-79 UALBERTA-105 CONCORDIA-22 CONCORDIA-23 MANITOBA-713 MCGILL-328 QUEENS-963 REGINA-207 WILFRIDLAURIER-543 LAVAL-241,13,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
759,diplomaticdeparturestheconservativeeraincanadianforeignpolicy198493--2001,Diplomatic departures :,"the Conservative era in Canadian foreign policy, 1984-93 /",,,,,2001,c2001.,,Vancouver :,,"UBC Press,",,"xvii, 326 p. :","0774808640, 0774808659, 9780774808644, 9780774808651","47239208, 9780774808644, 492222491",,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,ATHABASCA-229 BROCK-532 MEMORIAL-1047 TORONTO-1518 LAC-549 UBC-447 CALGARY-944 UALBERTA-479 CONCORDIA-295 LAVAL-242 MANITOBA-901 MCGILL-329 MONTREAL-285 QUEENS-804 REGINA-232 WILFRIDLAURIER-476 OTTAWA-1132,17,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
760,disabilityinjusticeconfrontingcriminalizationincanada--2022,Disability injustice :,confronting criminalization in Canada /,,,,,2022,,[2022];©2022,,"Vancouver, BC :",,"UBC Press,","vi, 351 pages","0774867124, 0774867132, 9780774867122, 9780774867139",1276847697,2022303985,,,,,YES,,,,,,,,,,,,,LAC-1680,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
761,disabilitypoliticsandcarethechallengeofdirectfunding-kell-2015,Disability politics and care :,the challenge of Direct Funding /,"Kelly, Christine,",,1982-,,2015,,[2016];©2016,,Vancouver :,,"UBC Press,","xi, 208 pages","0774830093, 9780774830096, 9780774830119, 9780774830126, 9780774830133",907657442,,,YES,,YES,YES,YES,YES,YES,YES,,YES,,,YES,,,,MEMORIAL-186 BROCK-1173 TORONTO-790 TORONTO-1871 LAC-1282 CONCORDIA-827 LAVAL-243 MANITOBA-924 MCGILL-330 OTTAWA-1115,10,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3
763,disablingbarrierssocialmovementsdisabilityhistoryandthelaw--2017,Disabling barriers :,"social movements, disability history, and the law /",,,,,2017,,[2017];©2017,,Vancouver ;;Toronto :,,"UBC Press,","xii, 227 pages :","0774835230, 0774835249, 0774835257, 0774835265, 0774835273, 9780774835237, 9780774835244, 9780774835251, 9780774835268, 9780774835275","988154336, 9780774835237",,,YES,YES,YES,YES,,YES,YES,YES,,,,,YES,,,,BROCK-89 MEMORIAL-94 TORONTO-2026 TORONTO-2129 LAC-1404 CALGARY-725 CONCORDIA-936 MANITOBA-364 MCGILL-331,9,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3
764,disarminginterventionacriticalhistoryofnonlethality-anai-2015,Disarming intervention :,a critical history of non-lethality /,"Anaïs, Seantel,",,,,2015,,[2015];©2015,,Vancouver :,,"UBC Press,","xi, 155 pages","0774828536, 0774828544, 0774828560, 9780774828536, 9780774828543, 9780774828550, 9780774828567","903423113, 9780774828536, 965755785, 935904700",^^2014482404,,,YES,YES,YES,,,,YES,YES,YES,,,YES,YES,,,MEMORIAL-487 TORONTO-677 LAC-1273 CALGARY-1214 UALBERTA-1132 CONCORDIA-818 MONTREAL-650 OTTAWA-285,8,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
765,disclosedpoeticsbeyondlandscapeandlyricism-kins-2007,Disclosed poetics :,beyond landscape and lyricism /,"Kinsella, John,",,1963-,,2007,2007.,,"Manchester, UK ;;New York :;Vancouver, BC :",,"Manchester University Press ;;Distributed exclusively in Canada by UBC Press,",,"xii, 249 p. :","0719075580, 9780719075582",,,,,,,,,,,,,,,,,,YES,,UBC-1352,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
767,discoveringtheamericastheevolutionofcanadianforeignpolicytowardslatinameric-roch-1993,Discovering the Americas :,the evolution of Canadian foreign policy towards Latin America /,"Rochlin, James Francis,",,1956-,,1993,1993.,,Vancouver :,,"UBC Press,",,300 pages :,"0774804769, 0774804777, 9780774804769, 9780774804776","298412921, 28667753",,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,LAC-914 UALBERTA-376 ATHABASCA-173 BROCK-916 MEMORIAL-623 TORONTO-400 LAC-324 UBC-341 CALGARY-1207 CONCORDIA-187 LAVAL-245 MANITOBA-993 MCGILL-333 MONTREAL-293 QUEENS-322 REGINA-834 WILFRIDLAURIER-358 OTTAWA-691,18,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
769,dispersedbutnotdestroyedahistoryoftheseventeenthcenturywendatpeople-labe-2013,Dispersed but not destroyed :,a history of the seventeenth-century Wendat people /,"Labelle, Kathryn Magee,",,1983-,,2013,2013.,,Vancouver :,,"UBC Press,",,"xi, 273 p. :","0774825553, 0774825561, 9780774825559, 9780774825566","820617041, 864091473",,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,BROCK-878 MEMORIAL-257 TORONTO-359 TORONTO-1197 LAC-1156 UBC-846 UBC-848 CALGARY-519 UALBERTA-1047 CONCORDIA-721 LAVAL-246 MANITOBA-422 MCGILL-334 MONTREAL-516 REGINA-501 WILFRIDLAURIER-93 OTTAWA-22,17,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
770,disruptingqueerinclusioncanadianhomonationalismsandthepoliticsofbelonging--2015,Disrupting queer inclusion :,Canadian homonationalisms and the politics of belonging /,,,,,2015,,[2015];©2015,,Vancouver ;;Toronto :,,"UBC Press,","xii, 196 pages","0774829435, 0774829443, 0774829451, 077482946X, 9780774829434, 9780774829441, 9780774829458, 9780774829465","907657441, 969094984, 932262775",,,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,,,BROCK-386 MEMORIAL-91 TORONTO-503 LAC-1281 CALGARY-1615 UALBERTA-1138 CONCORDIA-826 MANITOBA-891 MCGILL-335 MONTREAL-658 QUEENS-98 REGINA-714 OTTAWA-710,13,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3
771,distantdominionbritainandthenorthwestcoastofnorthamerica15791809-goug-1980,Distant dominion :,"Britain and the northwest coast of North America, 1579-1809 /","Gough, Barry M.,",,1938-,,1980,c1980.,,Vancouver :,,"University of British Columbia Press,",,"190 p., [12] p. of plates :","0774801131, 9780774801133","7977050, 461820652",81142626,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,ATHABASCA-5 BROCK-799 MEMORIAL-857 TORONTO-1501 LAC-78 UBC-62 CALGARY-1600 UALBERTA-1 CONCORDIA-72 LAVAL-247 MANITOBA-600 MCGILL-336 QUEENS-305 REGINA-721 WILFRIDLAURIER-113 OTTAWA-632 TORONTO-974,17,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
774,diversityandequalitythechangingframeworkoffreedomincanada--2006,Diversity and equality :,the changing framework of freedom in Canada /,,,,,2006,c2006.,,"Vancouver, BC :",,"UBC Press,",,207 p.,"0774812397, 0774812400, 9780774812399, 9780774812405, 9780774812405_","62894611, 300941669",,,YES,YES,,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,BROCK-1243 MEMORIAL-1113 TORONTO-1216 TORONTO-1852 LAC-739 UBC-598 CALGARY-609 UALBERTA-663 LAVAL-248 MANITOBA-660 MCGILL-337 MONTREAL-146 QUEENS-818 REGINA-466 WILFRIDLAURIER-687 OTTAWA-143,16,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
775,doglacierslistenlocalknowledgecolonialencountersandsocialimagination-crui-2005,Do glaciers listen? :,"local knowledge, colonial encounters and social imagination /","Cruikshank, Julie.",,,,2005,c2005.,,Vancouver :,,"UBC Press,",,"xii, 312 p. :","0295985135, 0295985143, 0774811862, 0774811870, 9780295985138, 9780295985145, 9780774811866, 9780774811873, 9780774851404","57392735, 470270558",,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,ATHABASCA-261 BROCK-638 MEMORIAL-100 TORONTO-428 TORONTO-471 LAC-685 UBC-575 UBC-863 CALGARY-1291 UALBERTA-614 CONCORDIA-374 LAVAL-249 MANITOBA-763 MCGILL-338 MONTREAL-261 QUEENS-436 REGINA-149 WILFRIDLAURIER-241 OTTAWA-235,19,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
776,doingpoliticsdifferentlywomenpremiersincanadasprovincesandterritories--2019,Doing politics differently? :,women premiers in Canada's provinces and territories /,,,,,2019,,2019.,,Vancouver ;;Toronto :,,"UBC Press,","viii, 321 pages","0774860804, 0774860812, 9780774860802, 9780774860819, 9780774860826, 9780774860833, 9780774860840","1073104654, 1126004632",,,YES,YES,YES,YES,,,,YES,YES,,,,YES,,,,BROCK-794 MEMORIAL-1274 TORONTO-1 TORONTO-1470 LAC-1525 CALGARY-973 CONCORDIA-997 MONTREAL-786,8,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
777,doityourselfartworkparticipationfromfluxustonewmedia--2010,The 'do-it-yourself' artwork :,participation from fluxus to new media /,,,,,2010,2010.,,"Manchester ;;New York :;Vancouver, BC :",,"Manchester University Press ;;Distributed in Canada exclusively by UBC Press,",,"xiii, 312 pages :","0719081440, 9780719081446",449857512,2010282561,,,,,,,,,YES,,,,,YES,,,,MEMORIAL-1158 TORONTO-1024,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
778,domesticassaultofwomenpsychologicalandcriminaljusticeperspectives-dutt-1994,The domestic assault of women :,psychological and criminal justice perspectives /,"Dutton, Donald G.,",,1943-,2nd ed.,1994,1994.,,Vancouver :,,"UBC Press,",,"x, 337 p. :",0774804629,796023403,,YES,YES,,YES,YES,YES,YES,,YES,YES,YES,YES,,YES,,YES,YES,BROCK-221 ATHABASCA-166 MEMORIAL-1182 TORONTO-1929 LAC-369 UBC-351 CONCORDIA-209 LAVAL-747 MANITOBA-571 MONTREAL-556 QUEENS-499 QUEENS-1098 WILFRIDLAURIER-361 OTTAWA-192,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
