ID,TITLE_AUTHOR_DATE_COMBINED_NORMALIZED,TITLE,TITLE_REMAINDER,AUTHOR,AUTHOR_QUALIFIER,AUTHOR_DATE,EDITION,BEGIN_PUBLICATION_DATE,PUBDATE_260,PUBDATE_264,PUBPLACE_260,PUBPLACE_264,PUBLISHER_260,PUBLISHER_264,EXTENT,ASSOCIATED_ISBNS,ASSOCIATED_OCLC_NUMBERS,LCCN,ATHABASCA,BROCK,CALGARY,CONCORDIA,LAC,LAVAL,MANITOBA,MCGILL,MEMORIAL,MONTREAL,OTTAWA,QUEENS,REGINA,TORONTO,UALBERTA,UBC,WILFRID_LAURIER,ALL_SCHOOLS,TITLE_MATCH_COUNT,ATHABASCA_RETENTION,BROCK_RETENTION,MEMORIAL_RETENTION,TORONTO_RETENTION,LAC_RETENTION,UBC_RETENTION,CALGARY_RETENTION,UALBERTA_RETENTION,CONCORDIA_RETENTION,LAVAL_RETENTION,MANITOBA_RETENTION,MCGILL_RETENTION,MONTREAL_RETENTION,QUEENS_RETENTION,REGINA_RETENTION,WILFRID_LAURIER_RETENTION,OTTAWA_RETENTION,RETENTIONS_APPLIED
16,artinlebanon19301975thedevelopmentofcontemporaryartinlebanon-howl-2005,"Art in Lebanon, 1930-1975 :",the development of contemporary art in Lebanon /,"Howling, Frieda.",,,,2005,c2005.,,"[Beirut, Lebanon] :",,"LAU Press,",,162 p. :,"978995346102113, 9953461023",77797732,,,,,,,,,,,,,,,YES,,,,TORONTO-148,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17,artofcommunicationinapolarizedworld-conw-2020,The art of communication in a polarized world /,,"Conway, Kyle,",,1977-,,2020,,©2020.,,"Edmonton, AB :",,AU Press.,"xix, 152 pages :","177199293X, 9781771992930, 9781771992947, 9781771992954","1130764401, 57348758",2020416084,YES,,YES,,YES,,,,,,,,,YES,,,,ATHABASCA-145 TORONTO-90 LAC-150 CALGARY-142,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
18,assertiveness-lepi-1987,Assertiveness /,,"Lepine, Diane.",,,,1987,[1987].,,"Athabasca, AB :",,"Athabasca University,",,5 p.,,70504155,,,,,,,,,,,,,,,,YES,,,UALBERTA-124,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
19,assessmentstrategiesforonlinelearningengagementandauthenticity-conr-2018,Assessment strategies for online learning :,engagement and authenticity /,"Conrad, Dianne L.","(Dianne Lynne),",1948-,,2018,,©2018.,,"Edmonton, Alberta :",,AU Press.,"xiii, 206 pages :","1771992328, 9781771992329, 9781771992336, 9781771992343",1011008774,,YES,YES,YES,YES,YES,,,,YES,,,,,YES,,,,ATHABASCA-130 BROCK-70 MEMORIAL-69 TORONTO-49 LAC-125 CALGARY-128 CONCORDIA-43,7,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
20,athabascauniversityacademicconcept--1972,Athabasca University academic concept.,,,,,,1972,1972].,,"[Edmonton,",,"Governing Authority of Athabasca University,",,15 p.,,70428120,,,,,,,,,,,,,,,,YES,,,UALBERTA-107,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21,avantetapreslaprostatectomieradicaleguidedinformationetderessources-vand-2009,Avant et après la prostatectomie radicale :,guide d'information et de ressources /,"Vandall-Walker, Virginia,",,1950-,,2009,2009.,,Edmonton :,,"AU Press,",,62 p. :,"1897425627, 9781897425626, 9781897425633",315059191,,YES,,,,YES,,,,,,,,,,,,,ATHABASCA-16 LAC-19,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
22,beaverhillsahistoryoflandandlife-macd-2013,The Beaver Hills : a history of land and life :  /,,"MacDonald, Graham A.",,,,2013,c2009.,,Edmonton :,,"AU Press,",,"x, 253 p.  :",9781897425374,,,YES,,YES,,YES,,YES,YES,,,YES,YES,YES,YES,YES,YES,,CALGARY-89 ATHABASCA-21 TORONTO-112 TORONTO-184 LAC-14 UBC-15 CALGARY-69 UALBERTA-15 MANITOBA-31 MCGILL-77 QUEENS-17 REGINA-9 OTTAWA-29,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
24,beforeandafterradicalprostatesurgeryinformationandresourceguide-vand-2008,Before and after radical prostate surgery :,information and resource guide /,"Vandall-Walker, Virginia,",,1950-,,2008,c2008.,,Edmonton :,,"AU Press,",,56 p. :,"1897425171, 9781897425176",233582343,,YES,,,,YES,,,YES,,,,YES,,,,,YES,ATHABASCA-9 LAC-10 MCGILL-11 QUEENS-5 WILFRIDLAURIER-4,5,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,3
25,bombcanadaandotherunkindremarksintheamericanmedia-alla-2009,Bomb Canada :,and other unkind remarks in the American media /,"Allan, Chantal,",,1979-,,2009,c2009.,,Edmonton :,,"AU Press,",,"xiv, 142 p. :","189742549X, 1897425503, 9781897425497, 9781897425503",421753237,,YES,YES,,YES,YES,,YES,YES,YES,,YES,YES,YES,YES,YES,YES,YES,ATHABASCA-19 BROCK-11 MEMORIAL-6 TORONTO-79 TORONTO-181 LAC-23 UBC-14 UALBERTA-19 CONCORDIA-6 MANITOBA-26 MCGILL-12 QUEENS-14 REGINA-8 WILFRIDLAURIER-5 OTTAWA-28,15,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
26,borealforestconferenceproceedingsoct4561991athabascaalberta--1992,Boreal Forest Conference :,"proceedings, Oct. 4, 5, 6, 1991, Athabasca, Alberta /",,,,,1992,1992.,,"Athabasca, Alta. :",,"Athabasca University,",,206 pages :,0919737080,26854761,,,,,,,,,,YES,,YES,,,,YES,,,MEMORIAL-19 UALBERTA-119 OTTAWA-49,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
27,buckingconservatismalternativestoriesofalbertafromthe1960sand1970s--2021,Bucking conservatism :,alternative stories of Alberta from the 1960s and 1970s /,,,,,2021,,2021.,,"Edmonton, Alberta :",,"AU Press,","xxx, 333 pages :","1771992573, 9781771992572",1089843604,,,,,,YES,,,,,,,YES,YES,YES,,,,TORONTO-176 LAC-141 QUEENS-50 REGINA-58,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,3
28,canadaslabourmarkettrainingsystem-barn-2018,Canada's labour market training system /,,"Barnetson, Bob,",,1970-,,2018,,©2018.,,"Edmonton, Alberta :",,AU Press.,"xiv, 190 pages :","1771992417, 9781771992411",1046100247,,YES,,YES,,YES,,,,,,,,,,,,,ATHABASCA-136 LAC-134 CALGARY-96,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
29,careerplanningandjobsearchtechniques-basf-1987,Career planning and job-search techniques /,,"Basford, Gillian.",,,,1987,[1987].,,"Athabasca, AB :",,"Athabasca University,",,49 p.,,70504165,,,,,,,,,,,,,,,,YES,,,UALBERTA-126,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
30,centringhumanconnectionsintheeducationofhealthprofessionals-melr-2020,Centring human connections in the education of health professionals /,,"Melrose, Sherri,",,1951-,,2020,,©2020.,,"Edmonton, AB :",,AU Press.,"xii, 152 pages","1771992859, 9781771992855",1109971303,,YES,,,,YES,,,,,,,,,,,,,ATHABASCA-143 LAC-143,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
31,cestletempsdenparlerlhistoiredemarielouisebouchardlabelle-trep-2009,C'est le temps d'en parler :,l'histoire de Marie-Louise Bouchard Labelle /,"Trépanier, Claire,",,1949-,,2009,2009.,,Edmonton :,,"AU Press,",,,"1897425244, 1897425252, 2895901376, 9781897425244, 9781897425251, 9782895901372","656129687, 430983082",,YES,,,,YES,,,,,,YES,,,,YES,,,ATHABASCA-14 LAC-42 UALBERTA-82 OTTAWA-39,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3
32,champagneandmeatballsadventuresofacanadiancommunist-whyt-2010,Champagne and meatballs :,adventures of a Canadian communist /,"Whyte, Bert.",,,,2010,c2011.,,"Edmonton, AB :",,"AU Press,",,"xii, 335 p. :",9781926836089,691744570,,YES,YES,YES,,YES,,YES,YES,,,,YES,YES,YES,YES,YES,,TORONTO-169 ATHABASCA-44 BROCK-27 TORONTO-47 LAC-47 UBC-35 CALGARY-9 UALBERTA-39 MANITOBA-29 MCGILL-13 QUEENS-33 REGINA-19,12,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
34,classwarriortheselectedworksofetkingsley-king-2022,Class warrior :,the selected works of E.T. Kingsley /,"Kingsley, E. T.,",,,,2022,,2022.;©2022,,"Athabasca, Alberta :",,"Athabasca University Press for the Canadian Committee on Labour History,","xxiii, 376 pages :","1778290043, 9781771993708, 9781771993715, 9781778290046",1309962829,,,,,,YES,,,,,,,,,,,,,LAC-162,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35,clioandmarsincanadateachingmilitaryhistoryclioetmarsaucanadalenseignementde-hayc-1995,Clio and Mars in Canada :,teaching military history = Clio et Mars au Canada : l'enseignement de l'histoire militaire /,"Haycock, Ronald Graham,",,1942-,,1995,1995.,,"Athabasca, Alberta :",,"Athabasca University,",,152 pages,"0919737226, 9780919737228",1131164522,,,,,,,YES,,,YES,,YES,,,,YES,,,LAVAL-2 OTTAWA-52 MEMORIAL-3 UALBERTA-116,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
36,communitynutritionfordevelopingcountries--2016,Community nutrition for developing countries /,,,,,,2016,,©2016.,,"Edmonton, Alberta :",,AU Press.,"xv, 493 pages :","1868887898, 1927356113, 9781868887897, 9781927356111, 9781927356128, 9781927356135",913812389,,YES,YES,,,YES,,,,,,,,,YES,,,,ATHABASCA-110 BROCK-49 TORONTO-41 LAC-103,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3
37,connectingcanadiansinvestigationsincommunityinformatics--2011,Connecting Canadians :,investigations in community informatics /,,,,,2011,c2011.,,Edmonton :,,"AU Press,",,"xii, 506 p. :","1926836049, 9781926836041","810425539, 1131469428",,YES,,YES,YES,YES,YES,YES,YES,YES,,,YES,YES,YES,YES,YES,YES,TORONTO-144 LAVAL-3 ATHABASCA-67 MEMORIAL-35 TORONTO-157 LAC-54 UBC-58 UBC-59 CALGARY-109 UALBERTA-64 CONCORDIA-19 MANITOBA-47 MCGILL-14 QUEENS-44 REGINA-31 WILFRIDLAURIER-15,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
39,connectionistrepresentationsoftonalmusicdiscoveringmusicalpatternsbyinterpr-daws-2018,Connectionist representations of tonal music :,discovering musical patterns by interpreting artificial neural networks /,"Dawson, Michael Robert William,",,"1959-,",,2018,,©2018.,,"Edmonton, Alberta :",,AU Press.,"xv, 295 pages","1771992204, 9781771992206, 9781771992213, 9781771992220",991727278,,YES,YES,YES,,,,,,,,,,,YES,,,,ATHABASCA-126 BROCK-66 TORONTO-77 CALGARY-125,4,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
40,contextsofcanadianpopularculture--2010,Contexts of Canadian popular culture /,,,,,,2010,c2010.,,Edmonton :,,"AU Press,",,368 p. :,"1897425597, 9781897425596","463764892, 995594598",,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,,YES,YES,YES,,ATHABASCA-28 MEMORIAL-8 LAC-121 UBC-23 CALGARY-5 MANITOBA-43 UALBERTA-16 CONCORDIA-8 LAVAL-9 MCGILL-30 BROCK-21 TORONTO-135 OTTAWA-35 TORONTO-39,13,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
41,controllingknowledgefreedomofinformationandprivacyprotectioninanetworkedwor-stef-2011,Controlling knowledge :,freedom of information and privacy protection in a networked world /,"Stefanick, Lorna,",,1961-,,2011,c2011.,,Edmonton :,,"AU Press,",,"ix, 251 p.","192683626X, 1926836278, 1926836618, 9781926836263, 9781926836270, 9781926836614","740466962, 801647465",,YES,,,,YES,YES,YES,YES,YES,YES,,,,,YES,YES,,ATHABASCA-52 MEMORIAL-29 LAC-56 UBC-43 UALBERTA-49 LAVAL-4 MANITOBA-63 MCGILL-15 MONTREAL-9,9,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3
42,copingwithmultipledemands-whel-1987,Coping with multiple demands /,,"Whelan, Shannon.",,,,1987,[1987].,,"Athabasca, AB :",,"Athabasca University,",,14 p.,,70504144,,,,,,,,,,,,,,,,YES,,,UALBERTA-122,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
43,cpalearningsystemforprofesionaldevelopmentmoduleonparliamentarydemocracy--2001,CPA learning system for profesional development :,module on parliamentary democracy /,,,,,2001,c2001.,,"London, England ;;Athabasca, Alta. :",,"Commonwealth Parliamentary Association ;;Athabasca University,",,"[6], 93 p. :",091973751X,463400692,,,,,,,,,,,,,,,,YES,,,UALBERTA-135,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
44,creativeclinicalteachinginthehealthprofessions-melr-2021,Creative clinical teaching in the health professions /,,"Melrose, Sherri,",,1951-,,2021,,[2021];©2021,,"Edmonton, AB :",,"AU Press,","ix, 209 pages","1771993316, 9781771993319",1227273361,,,,,,YES,,,,,,,,,,,,,LAC-156,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
45,criticaldigitalpedagogyinhighereducation--2023,Critical digital pedagogy in higher education /,,,,,,2023,,[2023];©2023,,"Athabasca, AB :",,"AU Press,",247 pages,"1778290019, 9781778290015",1310076961,,,,,,YES,,,,,,,,,,,,,LAC-163,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
46,dealingwithviolenceagainstwomen-cart-1987,Dealing with violence against women /,,"Carter, Glenda.",,,,1987,[1987].,,"Athabasca, AB :",,"Athabasca University,",,20 p.,,70504166,,,,,,,,,,,,,,,,YES,,,UALBERTA-127,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
47,defyingexpectationsthecaseofufcwlocal401-fost-2017,Defying expectations :,the case of UFCW Local 401 /,"Foster, Jason,",,,,2017,,[2018];©2018,,"Edmonton, AB :;[Canada] :",,"AU Press, Athabasca University ;;Canadian Committee on Labour History,","viii, 195 pages","1771991992, 9781771991995",1030258502,,YES,YES,YES,,YES,,,,,YES,,,,YES,,,,CALGARY-126 ATHABASCA-125 BROCK-65 TORONTO-175 LAC-129 MONTREAL-26,6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3
49,designerslogcasestudiesininstructionaldesign-powe-2008,A designer's log :,case studies in instructional design /,"Power, Michaël.",,,,2008,c2009.,,Edmonton :,,"AU Press,",,,9781897425619,430651900,,YES,YES,,YES,YES,YES,YES,YES,,,YES,,,YES,YES,YES,,TORONTO-102 ATHABASCA-20 BROCK-13 LAC-24 UBC-16 UALBERTA-18 CONCORDIA-7 LAVAL-1 MANITOBA-32 MCGILL-2 OTTAWA-30,11,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
51,designforparticipationamodelforprogramdevelopment--1977,Design for participation :,a model for program development /,,,,,1977,1977.,,"Edmonton, Alta. :",,"Athabasca University,",,16 leaves :,,66075741,,,,,,,,,,,,,,,,YES,,,UALBERTA-100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
52,developmentalderailedcalgaryandthecpr196264-fora-2013,Developmental derailed,Calgary and the CPR 1962-64 /,"Foran, Maxwell.",,,,2013,,[2013],,"Edmonton, AB :",,"AU Press,",258 pages :,"1927356083, 9781927356081",869739740,,YES,,YES,,YES,,YES,,,,,,,,YES,,,UALBERTA-78 ATHABASCA-84 LAC-76 CALGARY-91 MANITOBA-3,5,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3
54,digitalnexusidentityagencyandpoliticalengagement--2016,The digital nexus :,"identity, agency, and political engagement /",,,,,2016,,©2016.,,"Edmonton, Alberta :",,AU Press.,"viii, 343 pages","1771991291, 1771991305, 1771991313, 9781771991292, 9781771991308, 9781771991315",913812387,,YES,YES,YES,,YES,,YES,YES,,,,,YES,YES,,,,ATHABASCA-106 BROCK-47 TORONTO-153 LAC-102 CALGARY-120 MANITOBA-6 MCGILL-78 REGINA-51,8,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3
55,discussionofthereaffirmationofplacemythsinwaynejohnstonsbaltimoresmansionan-whee-2006,A discussion of the reaffirmation of place-myths in Wayne Johnston's Baltimore's Mansion and the Colony of Unrequited Dreams /,,"Wheeler, Bonita,",,,,2006,,2006.,,"Athabasca, Alberta :",,"Athabasca University,",49 leaves,,995551451,,,,,,,,,,YES,,,,,,,,,MEMORIAL-24,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
56,dissentingtraditionsessaysonbryandpalmermarxismandhistory--2021,Dissenting traditions :,"essays on Bryan D. Palmer, Marxism, and history /",,,,,2021,,2021.,,"Edmonton, Alberta :",,"AU Press :;Canadian Committee on Labour History,",366 pages :,"1771993111, 9781771993111, 9781771993128, 9781771993135",1164497407,,,,,,YES,,,,,,,,,YES,,,,TORONTO-1 LAC-153,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
57,distanceeducationandsustainablecommunitydevelopmentselectedarticlesfromacon--1992,Distance education and sustainable community development :,"selected articles from a Conference on Distance Education and Sustainable Community Development, Canadian Circumpolar Institute, December 1990 /",,,,,1992,1992.,,[Edmonton] :,,"Canadian Circumpolar Institute with Athabasca University Press,",,"i, 164 p.","0919737056, 9780919737051","24542501, 77368927",,,YES,YES,,,YES,YES,,YES,,,YES,,YES,YES,YES,,BROCK-2 MEMORIAL-17 TORONTO-142 UBC-75 CALGARY-32 UALBERTA-103 LAVAL-5 MANITOBA-70 QUEENS-2,9,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3
58,dreamwork-hart-2010,Dreamwork /,,"Hart, Jonathan Locke,",,1956-,,2010,2010.,,Edmonton :,,"AU Press,",,"xvii, 98 p. :","1897425708, 9781897425701, 9781897425718",468103404,,YES,,YES,,YES,,YES,,,,YES,YES,,YES,YES,YES,,ATHABASCA-25 TORONTO-137 LAC-28 UBC-22 CALGARY-73 UALBERTA-22 MANITOBA-15 QUEENS-20 OTTAWA-34,9,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
59,dustofjustbeginning-kerr-2010,The dust of just beginning /,,"Kerr, Don,",,1936-,,2010,2010.,,Edmonton :,,"AU Press,",,92 p.,"1897425929, 1897425937, 9781897425923, 9781897425930",651119215,,YES,,YES,,YES,,YES,YES,,,YES,YES,,YES,YES,YES,,ATHABASCA-39 TORONTO-99 LAC-41 UBC-33 CALGARY-4 UALBERTA-35 MANITOBA-49 MCGILL-79 QUEENS-26 OTTAWA-48,10,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
60,dustshipglory-schr-2011,Dustship glory /,,"Schroeder, Andreas,",,1946-,,2011,c2011.,,Edmonton :,,"AU Press,",,"ix, 264 p. :","1926836227, 1926836235, 1926836391, 8268363932, 9781926836225, 9781926836232, 9781926836393, 9788268363938",696908667,,YES,,,,YES,,YES,,YES,,,,,YES,YES,,,ATHABASCA-51 MEMORIAL-26 TORONTO-22 LAC-49 UALBERTA-46 MANITOBA-50,6,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
62,ecology&wonderinthecanadianrockymountainparksworldheritagesite-sand-2009,Ecology & wonder :,in the Canadian Rocky Mountain Parks World Heritage Site /,"Sandford, Robert W.",,,,2009,2010.,,Edmonton :,,"AU Press,",,"xxvi, 352 p. :",9781897425572,,,YES,YES,YES,,YES,,YES,YES,YES,,YES,,,YES,YES,YES,,TORONTO-140 CALGARY-84 ATHABASCA-33 BROCK-20 MEMORIAL-49 TORONTO-20 LAC-31 UBC-17 CALGARY-76 UALBERTA-28 MANITOBA-61 MCGILL-16 OTTAWA-42,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
65,emergenceandinnovationindigitallearningfoundationsandapplications--2016,Emergence and innovation in digital learning :,foundations and applications /,,,,,2016,,©2016.,,"Edmonton, Alberta :",,AU Press.,211 pages :,"1771991496, 9781771991490, 9781771991506, 9781771991513",940935870,,YES,YES,YES,,YES,,,YES,,,,,,YES,,,,ATHABASCA-111 BROCK-52 TORONTO-18 LAC-109 CALGARY-49 MCGILL-17,6,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3
66,emergingtechnologiesindistanceeducation--2010,Emerging technologies in distance education /,,,,,,2010,2010.,,Edmonton :,,"AU Press,",,"xiv, 335 p. :","1897425767, 1897425775, 9781897425763, 9781897425770","633174154, 693820798",,YES,YES,YES,YES,YES,YES,YES,YES,YES,,YES,,,YES,YES,YES,,ATHABASCA-35 BROCK-17 MEMORIAL-55 TORONTO-48 LAC-38 UBC-28 CALGARY-3 UALBERTA-34 CONCORDIA-12 LAVAL-6 MANITOBA-46 MCGILL-18 OTTAWA-47,13,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3
